galaxy,radius_kpc,v_obs_kms,e_vobs_kms,v_gas_kms,v_disk_kms,v_bulge_kms,v_baryon_kms
UGC02953,1.72,241.0,7.14,-3.59,171.83,252.89,305.76427047645706
UGC02953,1.8,242.0,11.9,-3.81,177.21,250.43,306.8111554360434
UGC02953,1.89,243.0,10.9,-4.02,183.03,247.35,307.73066762999105
UGC02953,1.98,244.0,17.6,-4.24,188.55,244.09,308.462328656191
UGC02953,2.07,246.0,11.4,-4.48,193.82,240.73,309.09091817780734
UGC02953,2.15,247.0,12.9,-4.72,198.33,237.68,309.59465386211053
UGC02953,2.23,248.0,15.4,-4.99,202.68,234.62,310.0816455387194
UGC02953,2.32,249.0,17.6,-5.25,207.44,231.17,310.64205285183135
UGC02953,2.4,251.0,24.0,-5.52,211.55,228.14,311.1779756023874
UGC02953,2.49,252.0,10.1,-5.8,216.16,224.74,311.87634280272044
UGC02953,2.58,253.0,12.0,-6.06,220.83,221.41,312.7698844198399
UGC02953,2.67,254.0,6.34,-6.31,225.64,218.17,313.9289324034979
UGC02953,2.75,256.0,6.22,-6.56,230.0,215.36,315.1554587818526
UGC02953,2.83,257.0,5.6,-6.82,234.46,212.6,316.57031446425924
UGC02953,2.92,259.0,8.73,-7.07,239.57,209.57,318.3761214350096
UGC02953,3.0,260.0,5.19,-7.31,243.97,206.96,320.01131011262714
UGC02953,3.09,262.0,11.0,-7.55,248.68,204.14,321.82586052087237
UGC02953,3.18,263.0,16.0,-7.78,252.98,201.42,323.46472017825994
UGC02953,3.27,264.0,13.1,-8.0,256.93,198.78,324.9469392070035
UGC02953,3.35,266.0,11.8,-8.21,260.17,196.48,326.1291514109096
UGC02953,3.43,267.0,12.7,-8.4,263.1,194.27,327.15898719124317
UGC02953,4.21,280.0,5.52,-9.93,282.25,175.61,332.56960098601917
UGC02953,4.29,282.0,2.35,-10.07,283.7,173.97,332.9454246569548
UGC02953,4.38,283.0,5.1,-10.2,285.12,172.2,333.24209578023004
UGC02953,4.47,285.0,4.61,-10.32,286.54,170.45,333.5639016740271
UGC02953,4.8,290.0,10.8,-10.66,290.98,164.51,334.4346514642285
UGC02953,5.25,296.0,2.85,-10.87,296.92,157.31,336.19351480955135
UGC02953,5.32,298.0,1.92,-10.98,297.8,156.27,336.4902870812173
UGC02953,5.41,299.0,4.29,-10.98,298.79,154.97,336.76657405389864
UGC02953,5.5,300.0,4.92,-10.87,299.65,153.7,336.9450539776478
UGC02953,5.58,301.0,2.24,-10.87,300.25,152.59,336.97466892928315
UGC02953,5.67,302.0,4.59,-10.87,300.59,151.39,336.7364505069209
UGC02953,5.76,303.0,5.07,-10.77,301.15,150.21,336.705152173233
UGC02953,6.0,306.0,7.89,-10.56,302.48,147.17,336.5481732233887
UGC02953,6.18,307.0,4.41,-10.25,303.22,145.01,336.26675571635093
UGC02953,6.27,308.0,3.2,-10.11,303.58,143.96,336.1361481602358
UGC02953,6.36,309.0,6.66,-9.94,303.97,142.94,336.0482228788006
UGC02953,6.45,310.0,5.83,-9.76,304.41,141.93,336.0131405168554
UGC02953,6.53,310.0,3.83,-9.58,304.83,141.06,336.0223636902758
UGC02953,6.61,311.0,2.41,-9.37,305.34,140.2,336.11955090413886
UGC02953,6.7,312.0,1.25,-9.15,306.03,139.26,336.3501612902839
UGC02953,6.79,312.0,3.61,-8.91,306.85,138.35,336.71506218166127
UGC02953,6.87,313.0,13.8,-8.64,307.19,137.53,336.68211505810643
UGC02953,6.96,313.0,4.58,-8.36,307.95,136.63,337.0027433122763
UGC02953,7.05,314.0,3.05,-8.05,308.63,135.75,337.26153338321876
UGC02953,7.2,315.0,1.38,-7.43,309.44,134.31,337.4129437351211
UGC02953,7.39,316.0,0.75,-6.59,309.73,132.58,336.9770873516477
UGC02953,7.47,316.0,8.57,-6.16,309.53,131.86,336.50234189378233
UGC02953,7.99,318.0,1.36,-2.38,307.52,127.53,332.92358838027684
UGC02953,8.08,318.0,16.0,-0.67,307.34,126.82,332.4780246873468
UGC02953,8.16,318.0,5.5,2.0,307.11,126.2,332.0346248510839
UGC02953,8.25,319.0,2.94,2.92,307.22,125.51,331.88162784342256
UGC02953,8.34,319.0,1.74,3.49,307.32,124.83,331.72321504531453
UGC02953,8.4,319.0,2.2,3.85,307.36,124.38,331.5951997541581
UGC02953,9.59,319.0,3.23,7.94,304.71,116.41,326.285941775002
UGC02953,10.8,317.0,4.08,12.02,299.89,109.7,319.55059458558355
UGC02953,12.02,312.0,2.62,17.77,298.77,103.98,316.84558731344197
UGC02953,13.22,308.0,0.76,22.79,295.36,99.15,312.3901986298546
UGC02953,14.42,303.0,1.86,24.88,287.38,94.93,303.6741406507969
UGC02953,15.63,298.0,1.34,24.46,274.79,91.19,290.55714033559735
UGC02953,16.83,296.0,1.41,24.25,262.23,87.87,277.6216351439491
UGC02953,18.03,294.0,1.15,25.92,253.58,84.9,268.66833233561414
UGC02953,19.23,294.0,0.59,28.33,245.5,82.21,260.44447200891017
UGC02953,20.43,294.0,0.5,31.05,237.34,79.76,252.30147779987337
UGC02953,21.64,292.0,1.21,33.56,229.62,77.5,244.65867652711603
UGC02953,22.84,290.0,1.21,34.91,222.49,75.43,237.50830111808727
UGC02953,24.04,287.0,0.81,34.6,215.84,73.53,230.63114815653154
UGC02953,25.24,283.0,1.08,32.72,209.67,71.76,224.01251058813656
UGC02953,26.44,279.0,1.87,31.05,203.93,70.11,217.86913388545887
UGC02953,27.65,276.0,1.55,30.52,198.57,68.56,212.2780933115803
UGC02953,28.85,273.0,1.9,30.21,193.62,67.12,207.1387044953212
UGC02953,30.05,271.0,1.12,30.0,189.02,65.76,202.36832261991995
UGC02953,31.25,270.0,1.41,30.73,184.73,64.49,198.06177293965638
UGC02953,32.34,268.0,1.76,31.88,181.07,63.39,194.4761460950931
UGC02953,33.55,267.0,1.81,33.03,177.28,62.24,190.76948629170232
UGC02953,34.75,266.0,2.18,33.45,173.75,61.15,187.20920783978548
UGC02953,35.95,265.0,3.01,33.24,170.44,60.13,183.76699404408834
UGC02953,37.15,264.0,2.04,32.93,167.32,59.15,180.49678612097225
UGC02953,38.35,264.0,1.58,32.82,164.38,58.21,177.44390916568537
UGC02953,39.56,264.0,3.23,33.03,161.57,57.32,174.58931296044437
UGC02953,40.76,264.0,2.94,33.76,158.94,56.47,172.01895854817863
UGC02953,41.96,264.0,1.62,34.29,156.44,55.65,169.54704420897463
UGC02953,43.16,264.0,2.15,34.29,154.06,54.87,167.09579468077587
UGC02953,44.36,262.0,4.45,34.08,151.79,54.13,164.71705254769464
UGC02953,45.57,260.0,7.43,34.39,149.61,53.4,162.5342554663478
UGC02953,46.77,258.0,7.22,34.81,147.54,52.71,160.49340111045066
UGC02953,47.97,257.0,5.37,34.81,145.56,52.05,158.45709892586066
UGC02953,49.17,258.0,5.43,34.6,143.67,51.41,156.46474682815932
UGC02953,50.37,260.0,6.47,34.6,141.84,50.79,154.58127215157728
UGC02953,51.58,263.0,5.75,34.6,140.1,50.2,152.79139373668923
UGC02953,52.78,265.0,5.54,34.18,138.41,49.62,150.95610255965144
UGC02953,53.98,266.0,4.43,33.56,136.79,49.07,149.14973214860294
UGC02953,55.18,266.0,4.71,33.14,135.22,48.53,147.43767802024013
UGC02953,57.59,262.0,5.28,32.72,132.24,47.5,144.2715009972517
UGC02953,59.99,263.0,4.7,31.36,129.47,46.54,141.10953936569987
UGC02953,62.39,272.0,5.04,30.52,126.87,45.64,138.24064850831684
UGC03205,0.28,107.0,30.2,-1.6,13.69,91.46,92.49274403973534
UGC03205,0.55,121.0,15.6,-2.32,26.0,143.82,146.16967811416976
UGC03205,0.83,134.0,8.69,-3.04,37.95,161.88,166.29665811434697
UGC03205,1.39,157.0,12.5,-4.39,60.02,171.18,181.4504475056482
UGC03205,1.65,168.0,11.7,-4.98,69.62,173.79,187.28243083642417
UGC03205,3.04,207.0,8.04,-7.06,115.86,156.1,194.52658738588923
UGC03205,3.32,213.0,6.53,-7.33,124.12,149.78,194.6626612887022
UGC03205,3.59,218.0,11.2,-7.54,132.68,144.22,196.11283078880894
UGC03205,3.87,222.0,6.05,-7.69,142.15,138.97,198.9432569855033
UGC03205,4.15,226.0,5.41,-7.79,153.48,134.27,204.07162321106773
UGC03205,4.43,229.0,5.96,-7.83,164.2,129.95,209.5470147723417
UGC03205,4.7,232.0,7.41,-7.81,172.5,126.18,213.8659358102641
UGC03205,4.97,234.0,6.1,-7.72,178.86,122.67,217.02171988075295
UGC03205,5.25,235.0,3.89,-7.58,184.4,119.35,219.7845283453774
UGC03205,5.52,236.0,9.03,-7.35,190.48,116.43,223.36651002332465
UGC03205,5.8,237.0,10.0,-7.05,196.76,113.55,227.2835290996688
UGC03205,6.08,237.0,7.36,-6.7,202.21,110.91,230.72668289558536
UGC03205,6.36,237.0,10.2,-6.27,207.12,108.43,233.86977615758732
UGC03205,6.63,236.0,10.4,-5.76,210.37,106.22,235.73587529266732
UGC03205,6.91,236.0,5.83,-5.16,212.88,104.02,236.99088674461726
UGC03205,7.19,235.0,5.43,-4.56,214.54,101.99,237.59243527519976
UGC03205,7.27,234.0,8.36,-4.39,214.82,101.43,237.6025029329447
UGC03205,7.46,234.0,7.88,-3.95,215.36,100.13,237.53220623738585
UGC03205,8.02,231.0,8.17,1.42,216.46,96.57,237.02892840326473
UGC03205,8.29,229.0,5.82,3.82,216.57,94.99,236.5169283582044
UGC03205,8.56,228.0,7.21,5.49,216.49,93.48,235.874056648882
UGC03205,8.84,226.0,18.2,7.01,215.92,91.98,234.7997165671202
UGC03205,9.12,224.0,9.11,8.51,215.26,90.56,233.68868457843652
UGC03205,9.69,221.0,5.56,11.96,213.03,87.86,230.74705220218956
UGC03205,12.11,216.0,3.21,24.01,197.34,78.59,213.76609600214906
UGC03205,14.58,220.0,1.89,33.03,180.81,71.62,197.26292454488248
UGC03205,14.68,220.0,7.66,33.34,180.14,71.38,196.61403713875566
UGC03205,15.2,221.0,9.52,34.96,176.93,70.15,193.51343364221515
UGC03205,15.5,221.0,13.6,35.77,175.4,69.47,192.01753513676817
UGC03205,15.71,221.0,8.15,36.68,174.35,69.0,191.06110253005448
UGC03205,16.02,221.0,4.11,37.49,172.9,68.33,189.65468356990291
UGC03205,16.32,221.0,5.37,38.3,171.46,67.7,188.27828233760792
UGC03205,16.53,221.0,5.06,39.11,170.51,67.27,187.42599899693744
UGC03205,16.84,221.0,11.4,39.92,169.21,66.64,186.1894736551989
UGC03205,16.94,221.0,2.56,40.33,168.81,66.45,185.8465159748764
UGC03205,19.4,218.0,1.7,47.22,157.9,62.09,176.1173089165287
UGC03205,21.77,216.0,1.13,52.28,148.59,58.61,168.06938626650603
UGC03205,24.23,215.0,1.77,54.82,138.99,55.56,159.40629253577163
UGC03205,26.69,212.0,2.47,55.53,130.82,52.94,151.6578283505339
UGC03205,29.06,208.0,1.44,54.01,124.32,50.73,144.7275903205743
UGC03205,31.52,209.0,2.88,51.78,118.54,48.71,138.2228783523191
UGC03205,36.34,220.0,4.09,47.22,109.34,45.37,127.44960141169528
UGC03205,40.04,220.0,6.32,42.76,103.66,43.22,120.17396390233618
UGC03546,0.63,262.0,73.6,-0.79,82.82,389.26,397.97377313084337
UGC03546,0.79,250.0,55.5,-0.85,98.9,366.12,379.24370383699187
UGC03546,0.95,241.0,42.9,-0.88,113.48,343.54,361.7985854035364
UGC03546,1.11,234.0,31.9,-0.87,126.74,322.48,346.49261882470165
UGC03546,1.27,228.0,28.8,-0.8,138.83,303.96,334.1647654975012
UGC03546,1.43,225.0,24.2,-0.68,149.76,286.96,323.68898900024385
UGC03546,1.59,222.0,12.2,-0.44,159.73,272.22,315.622551317234
UGC03546,1.9,221.0,6.34,0.78,176.94,249.03,305.49028282418413
UGC03546,2.06,221.0,12.2,1.08,185.04,239.17,302.3958612481328
UGC03546,2.22,222.0,16.9,1.32,192.44,230.43,300.2213864800441
UGC03546,2.38,222.0,26.0,1.56,199.32,222.52,298.74076789082534
UGC03546,2.79,221.0,13.1,2.09,211.11,205.57,294.67070621288434
UGC03546,2.86,221.0,11.8,2.18,212.46,203.04,293.886450181018
UGC03546,3.02,220.0,22.9,2.37,214.79,197.59,291.8598449598711
UGC03546,4.17,205.0,8.45,2.86,211.54,168.15,270.24391519514364
UGC03546,5.56,190.0,13.3,-1.54,194.36,145.62,242.86491224547032
UGC03546,6.96,190.0,8.87,-5.89,186.95,130.15,227.86842058521404
UGC03546,8.35,198.0,3.19,-6.18,182.36,118.83,217.7474015918445
UGC03546,9.73,204.0,2.56,5.96,181.71,110.08,212.53623714557477
UGC03546,11.14,204.0,1.09,14.87,174.04,102.88,202.7198384470548
UGC03546,12.51,201.0,0.57,22.04,166.83,97.08,194.27438559933734
UGC03546,13.88,203.0,0.75,28.09,161.75,92.17,188.2748509493501
UGC03546,15.35,202.0,0.89,32.2,157.11,87.64,182.75984706712796
UGC03546,16.72,198.0,1.58,34.45,151.02,83.97,176.1953569195284
UGC03546,18.08,195.0,1.5,34.96,144.44,80.75,169.13213089179715
UGC03546,19.45,194.0,2.16,34.55,137.88,77.86,162.07028259369451
UGC03546,20.92,192.0,6.21,33.63,131.28,75.07,154.9223037525585
UGC03546,22.92,190.0,3.14,31.78,123.21,71.72,146.06310588235485
UGC03546,25.02,191.0,14.6,29.63,116.76,68.65,138.6494031721738
UGC03546,29.23,193.0,18.6,26.35,106.8,63.51,127.02000866005324
UGC03580,0.11,56.2,28.5,-1.03,10.27,44.15,45.34044882883274
UGC03580,0.23,64.6,22.7,-1.23,20.21,75.69,78.35134395784159
UGC03580,0.34,70.2,17.2,-1.32,28.3,90.09,94.43961298099437
UGC03580,0.46,71.6,11.7,-1.38,36.17,97.29,103.80518965832104
UGC03580,0.57,71.0,11.3,-1.41,42.64,98.4,107.25072354068294
UGC03580,0.69,69.0,9.37,-1.36,48.95,99.3,110.7178490578642
UGC03580,0.8,67.7,6.23,-1.23,54.16,100.36,114.0480078738774
UGC03580,0.92,66.9,4.0,-0.91,59.24,100.84,116.95687795080715
UGC03580,1.03,66.6,3.1,0.49,63.4,101.52,119.69173112625616
UGC03580,1.14,66.8,3.02,1.27,67.15,100.91,121.21700994497431
UGC03580,1.26,67.4,3.09,1.89,70.78,99.65,122.24362151049027
UGC03580,1.37,68.3,2.71,2.47,73.73,97.83,122.52723248323207
UGC03580,1.49,69.6,2.75,2.98,76.63,95.14,122.19925081603405
UGC03580,1.61,71.2,2.61,3.52,79.45,92.26,121.80558484732956
UGC03580,1.71,72.9,4.09,4.06,81.6,89.85,121.44161601362194
UGC03580,1.83,74.9,6.17,4.62,83.69,87.09,120.87195125420952
UGC03580,1.94,77.0,7.74,5.19,85.04,84.69,120.12965412420033
UGC03580,2.06,79.2,5.36,5.77,86.25,82.25,119.32065160733912
UGC03580,2.18,81.4,6.34,6.34,87.49,79.96,118.69413338493187
UGC03580,2.29,83.6,2.03,6.95,88.91,78.04,118.50541000308804
UGC03580,2.4,85.7,1.94,7.56,90.4,76.26,118.51118596993282
UGC03580,2.52,87.8,1.7,8.2,91.9,74.41,118.53142241616777
UGC03580,2.63,89.7,2.16,8.89,92.95,72.86,118.43696298031287
UGC03580,2.75,91.4,1.88,9.58,93.65,71.23,118.05003939008238
UGC03580,2.86,92.8,3.36,10.31,93.97,69.85,117.54011868294161
UGC03580,2.98,94.1,1.4,11.11,94.1,68.43,116.8798827857044
UGC03580,3.09,95.2,5.51,11.94,93.98,67.21,116.15501754121514
UGC03580,3.2,96.1,6.23,12.77,93.74,66.06,115.38710543210622
UGC03580,4.52,97.4,2.3,19.31,88.08,55.57,105.91972148754924
UGC03580,4.69,96.9,11.7,19.73,87.36,54.55,104.8653660652553
UGC03580,6.03,96.8,2.3,22.95,81.5,48.11,97.3833897541054
UGC03580,7.53,105.0,1.02,26.37,76.78,43.05,91.89041190461603
UGC03580,8.58,110.0,7.12,28.87,73.0,40.33,88.2552310064395
UGC03580,8.7,110.0,5.26,29.07,72.69,40.05,87.93692910262445
UGC03580,8.82,110.0,5.16,29.38,72.31,39.78,87.60347538768083
UGC03580,9.03,111.0,0.82,29.9,71.64,39.31,87.01480161443799
UGC03580,9.05,111.0,7.81,29.9,71.58,39.27,86.94733635943082
UGC03580,10.53,112.0,1.43,33.33,67.3,36.41,83.46176969127842
UGC03580,12.07,112.0,1.21,36.03,63.57,34.0,80.59346003243688
UGC03580,13.58,114.0,1.35,37.9,59.74,32.06,77.67316911263502
UGC03580,15.09,118.0,1.36,39.04,56.25,30.41,74.91963827995968
UGC03580,16.6,122.0,1.44,39.66,53.26,29.0,72.460632070111
UGC03580,18.11,125.0,1.64,40.08,50.67,27.76,70.3169460372107
UGC03580,19.62,128.0,1.97,40.18,48.42,26.67,68.33899106659389
UGC03580,21.02,131.0,1.81,39.87,46.57,25.77,66.50168945222369
UGC03580,24.04,127.0,1.93,37.17,43.23,24.09,61.89321368292326
UGC03580,27.06,124.0,1.92,34.89,40.56,22.71,58.122025085160274
UGC04278,0.14,5.23,5.31,-0.97,4.32,0.0,4.427561405559499
UGC04278,0.42,15.4,7.78,0.23,11.34,0.0,11.342332211674986
UGC04278,0.69,24.4,4.0,3.77,17.59,0.0,17.989469141695093
UGC04278,0.97,32.1,4.0,5.25,23.49,0.0,24.06953676330311
UGC04278,1.25,34.6,4.0,5.18,27.96,0.0,28.4357873110628
UGC04278,1.52,37.9,4.0,-5.25,30.3,0.0,30.751463379813327
UGC04278,1.8,40.5,4.0,-9.36,30.65,0.0,32.047341543410425
UGC04278,2.07,43.0,4.0,-9.36,30.82,0.0,32.20996740141163
UGC04278,2.35,45.1,4.0,-7.81,31.07,0.0,32.03655724324947
UGC04278,2.63,45.6,4.0,-5.6,31.29,0.0,31.787168794971343
UGC04278,2.91,49.2,13.0,-4.88,31.96,0.0,32.33041911265612
UGC04278,3.19,50.3,4.0,-6.06,32.66,0.0,33.2174532437392
UGC04278,3.46,53.7,4.19,-7.65,33.34,0.0,34.20640437111156
UGC04278,3.74,58.0,7.53,-8.9,33.79,0.0,34.94243981178189
UGC04278,4.01,64.4,4.0,-9.52,33.93,0.0,35.24025113417894
UGC04278,4.29,67.5,4.0,-10.37,34.12,0.0,35.66106139755237
UGC04278,4.57,71.3,4.0,-8.76,34.51,0.0,35.604461799049844
UGC04278,4.85,75.6,4.0,1.41,34.99,0.0,35.01839802161144
UGC04278,5.13,80.0,4.0,9.52,35.27,0.0,36.532222762925336
UGC04278,5.4,82.8,4.0,17.13,35.21,0.0,39.15585524541636
UGC04278,5.68,84.8,15.7,23.98,35.26,0.0,42.6416228584232
UGC04278,5.86,86.3,16.8,27.31,35.38,0.0,44.694300531499536
UGC04278,6.36,90.2,8.07,36.83,34.91,0.0,50.74600476884855
UGC04278,6.51,91.3,4.0,39.02,34.54,0.0,52.11115043826993
UGC04278,6.69,92.8,8.75,38.64,34.02,0.0,51.48213282295131
UGC04305,0.25,3.17,3.22,-1.04,6.45,0.0,6.533306972735936
UGC04305,0.5,10.5,3.32,-3.35,13.17,0.0,13.589385563740548
UGC04305,0.75,17.5,4.47,4.05,18.27,0.0,18.713508489858334
UGC04305,1.0,22.7,4.96,4.85,24.79,0.0,25.25998020585131
UGC04305,1.26,29.7,5.29,6.16,29.98,0.0,30.606306539665972
UGC04305,1.5,34.5,4.7,7.83,30.56,0.0,31.54714725613078
UGC04305,1.76,36.0,3.51,8.37,30.97,0.0,32.08111282359139
UGC04305,2.01,37.3,3.45,8.4,29.96,0.0,31.11529527418951
UGC04305,2.26,35.6,3.57,10.27,30.04,0.0,31.74703923202918
UGC04305,2.51,34.9,3.88,11.89,31.48,0.0,33.65059434839153
UGC04305,2.76,32.7,3.27,15.11,33.07,0.0,36.3584515621884
UGC04305,3.01,32.8,3.21,17.63,34.11,0.0,38.39673163174178
UGC04305,3.27,33.2,3.21,19.74,33.92,0.0,39.245815063519835
UGC04305,3.51,32.1,3.23,22.06,33.27,0.0,39.91912448939731
UGC04305,3.76,30.1,3.16,23.37,32.39,0.0,39.94081871970078
UGC04305,4.02,32.3,3.16,24.68,31.18,0.0,39.76549760785095
UGC04305,4.26,33.6,3.12,25.38,30.16,0.0,39.41788933974015
UGC04305,4.52,35.1,3.12,25.99,29.51,0.0,39.323278093261756
UGC04305,4.77,35.3,3.12,26.59,29.25,0.0,39.529616744916716
UGC04305,5.02,35.2,3.13,26.9,29.1,0.0,39.62852507979574
UGC04305,5.27,34.6,3.11,27.2,28.04,0.0,39.065094393844745
UGC04305,5.52,33.0,3.11,27.3,26.8,0.0,38.25611062301028
UGC04325,0.7,41.3,3.05,2.87,20.97,0.0,21.16548605631347
UGC04325,1.4,68.7,3.07,6.75,32.22,0.0,32.91946080967912
UGC04325,2.09,83.8,3.05,14.14,40.91,0.0,43.284728253738635
UGC04325,2.79,88.7,3.05,20.18,46.75,0.0,50.91949430228073
UGC04325,3.49,90.1,3.05,24.08,50.1,0.0,55.58647677268276
UGC04325,4.19,91.6,3.05,26.71,49.34,0.0,56.10579025376971
UGC04325,4.89,92.7,3.05,28.08,47.94,0.0,55.558347707612754
UGC04325,5.59,91.5,3.05,29.25,45.47,0.0,54.06554725516057
UGC04483,0.08,5.11,2.79,1.47,3.91,0.0,4.177200019151585
UGC04483,0.24,10.8,1.94,4.46,8.92,0.0,9.972863179649062
UGC04483,0.4,17.3,1.56,7.28,9.95,0.0,12.328864505703677
UGC04483,0.57,20.8,1.25,9.38,9.7,0.0,13.493494728942537
UGC04483,0.73,20.8,1.62,10.63,9.13,0.0,14.012630017238022
UGC04483,0.89,22.9,1.76,11.34,8.44,0.0,14.136095642008085
UGC04483,1.05,24.3,2.23,11.95,7.79,0.0,14.26487294019824
UGC04483,1.21,24.2,1.23,12.36,7.22,0.0,14.3142586255803
UGC04499,0.91,26.0,4.1,-3.26,30.14,0.0,30.315791264619833
UGC04499,1.82,45.1,3.02,5.75,35.45,0.0,35.91329837260844
UGC04499,2.73,57.0,2.97,15.79,36.37,0.0,39.64972887675274
UGC04499,3.63,62.0,2.85,22.36,38.25,0.0,44.306118087686265
UGC04499,4.55,66.9,2.75,25.59,37.1,0.0,45.06948080464207
UGC04499,5.45,70.6,2.86,27.95,35.74,0.0,45.371247503237115
UGC04499,6.37,72.8,2.66,28.63,34.29,0.0,44.670807022036215
UGC04499,7.28,73.3,2.66,31.18,33.63,0.0,45.86032381045734
UGC04499,8.18,74.3,2.67,32.26,33.14,0.0,46.248969718254266
UGC05005,0.78,14.5,8.1,3.09,15.78,0.0,16.07969216123244
UGC05005,2.34,32.6,26.8,8.01,29.57,0.0,30.635681810594654
UGC05005,3.91,48.6,11.3,11.69,39.92,0.0,41.59642412515768
UGC05005,5.47,58.1,6.1,14.84,44.43,0.0,46.84282762600909
UGC05005,7.04,65.9,8.71,17.28,44.27,0.0,47.52295550573428
UGC05005,8.6,72.5,12.2,20.43,44.23,0.0,48.72040434971778
UGC05005,10.17,78.6,28.4,23.88,42.94,0.0,49.13347127977016
UGC05005,17.97,97.1,10.0,35.26,33.89,0.0,48.90602928065209
UGC05005,21.07,99.4,10.0,36.58,30.93,0.0,47.90366687425922
UGC05005,22.72,100.0,10.0,37.09,29.59,0.0,47.447193805324254
UGC05005,28.61,99.1,10.0,39.02,25.82,0.0,46.78923807885741
UGC05253,0.13,232.0,33.4,-2.47,8.23,149.99,150.2359274607775
UGC05253,0.25,233.0,16.9,-2.73,15.54,220.78,221.34306607617054
UGC05253,0.38,234.0,14.6,-2.63,23.07,253.99,255.04913624633195
UGC05253,0.51,235.0,10.6,-2.41,30.21,269.15,270.85083477811173
UGC05253,0.63,236.0,9.12,-2.13,36.51,276.27,278.68015699005196
UGC05253,0.76,237.0,10.3,-1.79,43.02,278.6,281.90758148726684
UGC05253,0.89,238.0,9.95,-1.58,49.25,279.31,283.62322718705536
UGC05253,1.01,239.0,3.51,-1.03,54.76,280.44,285.73818803233144
UGC05253,1.14,240.0,3.18,0.66,60.48,280.12,286.57543579309095
UGC05253,1.27,240.0,5.19,1.42,65.96,277.94,285.663056064308
UGC05253,1.39,241.0,3.54,1.91,70.82,277.61,286.50729938345376
UGC05253,1.52,242.0,2.6,2.31,75.88,276.52,286.75149677028713
UGC05253,1.65,242.0,1.75,2.69,80.73,274.47,286.1089825573465
UGC05253,1.77,243.0,1.94,3.02,85.03,272.42,285.39775349501264
UGC05253,1.9,244.0,3.09,3.34,89.52,270.29,284.74843300710194
UGC05253,2.03,244.0,1.6,3.66,93.85,268.35,284.31134447995566
UGC05253,2.16,244.0,3.0,3.96,97.99,266.67,284.1313263264014
UGC05253,2.28,245.0,2.19,4.26,101.66,265.58,284.4040077073458
UGC05253,2.41,245.0,3.01,4.56,105.49,264.78,285.05680504067954
UGC05253,2.54,246.0,2.64,4.87,109.17,264.37,286.065207076988
UGC05253,2.66,246.0,2.38,5.17,112.45,264.0,286.9977898869606
UGC05253,2.79,246.0,3.72,5.46,115.87,263.68,288.06737215450136
UGC05253,2.92,247.0,3.54,5.76,119.17,263.16,288.9426450006991
UGC05253,3.04,247.0,3.74,6.05,122.1,262.58,289.64334775720295
UGC05253,3.17,247.0,5.11,6.34,125.13,261.72,290.1638690464407
UGC05253,3.3,247.0,3.63,6.65,128.05,260.64,290.47243345970026
UGC05253,3.42,247.0,3.84,6.94,130.65,259.42,290.54487174961463
UGC05253,3.55,248.0,5.12,7.23,133.35,257.92,290.4431472767089
UGC05253,3.68,248.0,2.77,7.53,135.94,256.73,290.5971049408442
UGC05253,3.8,248.0,3.24,7.83,138.27,255.39,290.52358578951896
UGC05253,3.93,248.0,6.79,8.14,140.68,253.66,290.1732544532662
UGC05253,4.06,248.0,8.39,8.44,143.0,251.85,289.7389447416415
UGC05253,4.18,248.0,2.73,8.74,145.04,249.97,289.1331701828761
UGC05253,4.31,248.0,13.7,9.04,147.17,247.82,288.36692407417326
UGC05253,4.44,248.0,4.89,9.34,149.24,245.63,287.5654883674326
UGC05253,4.56,248.0,5.71,9.66,151.08,243.5,286.72413920003316
UGC05253,4.69,248.0,15.1,9.96,152.98,241.12,285.728781189435
UGC05253,4.82,248.0,10.5,10.27,154.8,238.76,284.73645797473847
UGC05253,4.94,248.0,1.58,10.63,156.43,236.51,283.76102956537216
UGC05253,4.99,248.0,4.77,10.73,157.09,235.57,283.34718262230876
UGC05253,5.07,248.0,4.36,10.94,158.13,234.04,282.6649997788902
UGC05253,5.2,248.0,8.45,11.25,159.77,231.52,281.5218034184919
UGC05253,5.45,247.0,8.25,11.88,162.71,226.76,279.348843026063
UGC05253,5.58,247.0,2.34,12.19,164.01,224.24,278.0853354637745
UGC05253,5.7,247.0,2.34,12.5,165.02,222.01,276.90484015271386
UGC05253,5.83,247.0,6.13,12.81,165.84,219.54,275.4356790613736
UGC05253,6.47,247.0,6.89,14.58,169.31,208.79,269.2057142781334
UGC05253,6.59,246.0,5.95,14.9,170.15,206.9,268.2920843036559
UGC05253,6.66,246.0,2.29,15.11,170.65,205.85,267.81328775846805
UGC05253,6.72,246.0,4.73,15.31,171.08,204.88,267.3547772155942
UGC05253,6.85,246.0,3.02,15.63,172.07,202.98,266.5581778899308
UGC05253,6.97,246.0,5.81,16.04,173.03,201.26,265.8989471585023
UGC05253,7.1,246.0,6.32,16.36,174.15,199.41,265.2550097547641
UGC05253,7.23,246.0,8.92,16.67,175.27,197.66,264.70160067517537
UGC05253,8.32,246.0,2.13,19.69,182.58,184.24,260.1298331602894
UGC05253,10.0,245.0,2.18,23.65,183.56,168.07,250.00224198994695
UGC05253,11.61,245.0,0.94,26.98,182.9,155.97,241.88214340872707
UGC05253,13.35,246.0,2.02,29.27,173.27,145.45,228.11165752762395
UGC05253,14.98,245.0,1.33,30.52,164.53,137.31,216.4616072193866
UGC05253,16.61,245.0,1.36,32.19,157.52,130.4,207.00943577528056
